dataset,mixture_1,mixture_2,experimental_values,a,b,num_compound_a,num_compound_b,diff_mixture_size,overlap_percent,angle_dist
Bushdid,285,286,0.384615,0;10976;8918;10560;1140;31249;326;12180;3776;7583;7685;7363;264;31276;7150;24915;7749;19789253;7165;7059;5373603;22311;6982;62433;6654;18827;8048;1068;61016;8797,0;10976;8918;10560;1140;31249;326;12180;3776;7583;7685;7363;264;31276;7150;24915;7749;19789253;7165;7059;7991;12178;2879;997;22386;11509;12232;11124;12367,30,29,1,51.28205128,0.029869325
Bushdid,287,288,0.423077,6590;8130;10722;8118;7363;7966;61016;22311;8186;14100;12348;10976;22201;62433;5373603;6561;261;177;5281515;18827,6590;8130;10722;8118;7363;7966;61016;22311;8186;14100;12348;10976;22201;62433;5373603;6561;261;177;5281515;12473,20,20,0,90.47619048,0.007516791
Bushdid,289,290,0.730769,7363;24915;19789253;8103;8030;261;5373603;8635;8118;7410;31265;2969;997;6549;5634;78605;10430;7799;7731;1068;7966;31244;6654;7685;10560;8048;22311;1060;7991,6982;8091;7583;7460;798;6054;7600;12367;4133;12180;6736;7519;6561;62336;11002;1140;10882;180;7710;8025;7749;7762;637566;31272;14896;7150;3314;176;240,29,29,0,0,0.021595511
Bushdid,291,292,0.5,19789253;6982;31244;8797;240;6561;7410;12232;12180;31272;7799;31276;2758;15380;19310;5281168;6054;460;1068,8051;7714;7600;8130;8635;10722;8025;7685;12741;22386;10560;11509;3314;6989;7150;2969;8118;637566;18827,19,19,0,0,0.034773059
Bushdid,293,294,0.538462,31276;1060;6982;7966;31249;10882;7991;7583;8048;6590;18827;15380;19789253;2758;11509;8918;3776;8025;7165;6544;5281168;8118;14286;7749;8130;637511;1146;264;1031,7363;997;12741;8030;11124;14100;8635;10821;5283349;261;8091;2969;61138;12348;177;12232;7410;11002;7714;22201;326;7848;10430;7519;24915;22873;6561;12473;16666,29,29,0,0,0.024706485
Bushdid,295,296,0.384615,12020;12180;10722;180;8186;31249;8030;31265;6448;10560,12020;12180;10722;180;8186;31249;7731;11509;3314;6989,10,10,0,42.85714286,0.022120059
Bushdid,297,298,0.846154,7731;4133;8842;12473;14100;6654;7714;177;997;460;8025;62336;11552;176;19789253;637566;10821;7344;25137858;22201,7731;4133;8842;12473;14100;2969;7150;240;10722;11509;6982;24915;22386;8091;5281515;454;14286;8892;19310;31244,20,20,0,14.28571429,0.016687047
Bushdid,299,300,0.653846,8635;7685;7762;6590;7966;637566;22873;7714;31272;6736;12232;460;8118;62465;62433;24915;16666;7519;326;7848;8186;5634;10821;264;10722;177;5281515;12348;6448,12020;10560;8892;7165;7710;61138;8797;25137858;3314;19310;6989;2969;6982;3776;1068;31265;8051;8842;7590;1031;7460;7632;14286;12180;176;8030;1060;240;8048,29,29,0,0,0.030748957
Bushdid,301,302,0.269231,8918;7460;10560;10821;14286;19310;31276;240;15380;10890;8048;7344;18827;14896;637511;3314;7710;62336;7799;2758,8918;7460;10560;10821;14286;19310;31276;240;15380;10890;8048;7344;18827;14896;637511;8186;11509;8103;6549;176,20,20,0,60,0.033658814
Bushdid,303,304,0.269231,11002;3776;10976;7762;22386;11552;3314;2758;7685;7799;7519;180;31244;6544;31276;6561;5281168;12180;6549;14100,11002;3776;10976;7762;22386;11552;3314;2758;7685;7799;62433;7848;6736;18827;7410;12020;6501;1068;264;6982,20,20,0,33.33333333,0.025391546
Bushdid,305,306,0.769231,61138;18827;997;7150;11002;2969;5283349;10430;14286;10882;264;177;5281168;10890;4133;22311;8025;8091;5634;7363;5373603;25137858;31249;61016;16666;1060;62444;6654;460;7991,7059;19789253;8918;12180;14896;22386;2879;31272;798;637511;12178;31244;22201;454;15380;6982;6590;3314;7749;8797;8130;7590;7848;7762;1140;8103;2758;12348;1068,30,29,1,0,0.022095532
Bushdid,307,308,0.576923,261;5634;78605;10560;12178;12180;10821;7600;6054;6544,8118;8103;22386;7966;7363;11124;62465;10722;8148,10,9,1,0,0.06435789
Bushdid,309,310,0.538462,261;180;24915;15380;19789253;454;14896;8103;8048;62444;12473;1146;12367;264;18827;62433;12232;22386;5634;7519;14100;460;12020;12348;78605;7731;8130;6448;10560;62465,261;180;24915;15380;19789253;454;14896;8103;8048;62444;12473;1146;12367;264;18827;62433;12232;22386;5634;7519;7685;61138;7749;6736;5283349;7460;22201;2758;6654;637511,30,30,0,50,0.011659569
Bushdid,311,312,0.615385,11509;176;18827;6544;7731;12741;7460;11002;8148,11509;176;18827;6544;7731;8918;61016;22386;6654,9,9,0,38.46153846,0.034671879
Bushdid,313,314,0.423077,7410;7363;3776;7966;1031;7714;66328;31265;5281168;7848;261;7590;2879;6448;8892;1060;7762;8635,7410;7363;3776;7966;1031;7714;66328;31265;5281168;19789253;31276;5634;62444;78605;7600;6654;14896;5283349,18,18,0,33.33333333,0.031100357
Bushdid,315,316,0.730769,11124;12180;12178;8091;66328;180;7685;6549;8048;5373603;240;14286;12232;12348;7059;177;8892;6561,2969;7848;3776;3314;22386;7731;18827;7966;7762;997;326;1140;7363;62433;62465;10882;10722;7799;62336;7749,18,20,2,0,0.01688093
Bushdid,317,318,0.769231,10560;3314;2758;1068;11509;16666;6590;10890;14896,12741;176;11552;7590;7762;6448;22201;261;7991;637566,9,10,1,0,0.042461632
Bushdid,319,320,0.384615,240;7966;1060;62336;1068;14896;31244;997;78605;6982;16666;5634;19789253;7731;22386;12232;5281168;62465;8118;22873,240;7966;1060;62336;1068;14896;31244;997;78605;6982;16666;5634;19789253;7731;22386;6184;31276;2758;8635;12178,20,20,0,60,0.019726237
Bushdid,321,322,0.769231,7519;12178;6989;11124;8148;5281515;8103;7059;15380;454;5283349;6501;6561;4133;61016;7583;31249;10722;14100;8797,7519;12178;6989;11124;8148;7710;10882;177;7363;6549;14286;2758;997;19310;1140;6184;8130;8918;10890,20,19,1,14.70588235,0.038470821
Bushdid,323,324,0.692308,997;10821;798;31276;7710;5281168;7600;7460;78605,997;10821;798;6501;31272;22386;12180;6736;7749;4133,9,10,1,18.75,0.049355227
Bushdid,325,326,0.423077,8025;31272;6982;8148;7749;6561;12473;3314;11002;8797;8842;3776;637511;11552;62444;19310;5283349;261;6989,8025;31272;6982;8148;7749;6561;12473;3314;11002;8797;8842;3776;637511;11552;62444;19310;5283349;261;12348,19,19,0,90,0.01099779
Bushdid,327,328,0.538462,11552;10560;6184;997;8048;1060;61016;10890;180;66328,11552;10560;6184;997;8048;1060;61016;10890;180;7799,10,10,0,81.81818182,0.010880347
Bushdid,329,330,0.461538,8025;10976;997;31244;7150;22386;24915;31249;7848;10722;78605;7714;7460;7165;176;7410;8051;6549;5281168;10882,8025;10976;997;31244;7150;22386;24915;31249;7848;10722;78605;7714;7460;7165;176;7410;8051;6549;5281168,20,19,1,95,0.003782402
Bushdid,331,332,0.653846,8048;22201;7059;24915;1140;2969;12180;7583;31265;6184;637511;22873;14896;454;177;25137858;8051;7150;261;8918,8048;22201;7059;24915;1140;2969;12180;7583;31265;6184;637511;22873;14896;454;177;22386;1068;62336;6549;6590,20,20,0,60,0.015285629
Bushdid,333,334,0.692308,264;22386;180;7344;8048;8025;7519;16666;12348;7059;6736;4133;454;31272;8030;10821;261;6448;62433;1140;8842;5634;7460;24915;637566;22311;3776;6054,8148;10722;8892;10560;1068;5283349;10890;7710;7731;11002;1146;8918;7583;6654;31249;22201;25137858;7150;7762;11124;15380;8103;6501;61138;240;12473;11509;19789253;5281515;18827,28,30,2,0,0.0147284
Bushdid,335,336,0.5,6561;798;6654;22873;19789253;12741;637511;31244;8025;22311;6982;11552;7991;18827;3314;5283349;7632;6448;8030,6561;798;6654;22873;19789253;12741;637511;31244;8025;6184;10430;7966;10976;7363;6736;8842;1068;12178,19,18,1,32.14285714,0.027924166
Bushdid,337,338,0.423077,31272;12473;8103;6501;6054;3776;637566;7344;6561;7363;7519;8797;8091;10821;240;62336;2758;11002;1140,31272;12473;8103;6501;12020;7991;6184;11509;997;176;2879;6549;2969;31249;7059;8635;1031;62433;10890,19,19,0,11.76470588,0.031564211
Bushdid,339,340,0.730769,7519;10976;18827;7966;6544;7600;1068;8025;7460;6654,7519;10976;18827;7966;6544;7600;1068;8025;7460;7583,10,10,0,81.81818182,0.021539132
Bushdid,341,342,0.461538,8148;12473;177;3314;62465;637511;8186;1060;18827;7363;460;62433;8797;62444;14896;264;11509;7590;1140;10722;6184;6501;6982;12741;4133;62336;7150;6654;7731,8148;12473;177;3314;62465;637511;8186;1060;18827;7363;460;62433;8797;62444;14896;264;11509;7590;1140;10722;6184;6501;6982;12741;4133;62336;7150;6654;66328,29,29,0,93.33333333,0.002264356
Bushdid,343,344,0.538462,177;7632;7848;460;22386;16666;8130;5634;6654;7410;12232;7966;31272;6054;11552;11002;8797;7150;8025;61016,177;7632;7848;460;22386;16666;8130;5634;6654;7410;12232;7966;31272;6054;11552;11002;8797;7150;8025;10976,20,20,0,90.47619048,0.005756137
Bushdid,345,346,0.730769,6590;62465;7344;10976;12232;15380;22311;7590;31265;7410;18827;1060;7991;7762;10890;8030;31249;10430,6590;62465;7344;10976;6184;2879;1140;62444;637566;5281168;240;8051;7966;3776;31276;62336;14286;7460;25137858,18,19,1,12.12121212,0.025092219
Bushdid,347,348,0.269231,22311;176;1031;8918;7150;22873;454;8130;180;7590;7848;7410;19789253;62465;5283349;7519;8103;5634;6544;3776;6184;12473;1140;8051;2758;31244;8842;7799;7731,22311;176;1031;8918;7150;22873;454;8130;180;7590;14100;1146;637566;6549;997;10821;31265;11552;7632;8030;8091;2879;7762;62433;7714;66328;6989;8892;10882;10722,29,30,1,20.40816327,0.013433903
Bushdid,349,350,0.653846,22201;8635;5283349;7150;8103;180;66328;7966;6184;6736;6448;637511;240;10890;5634;31249;5373603;8030;14100,6989;7600;10976;7344;6982;8892;22873;8025;11552;12741;7710;8048;1031;6590;6544;7731;2758;12473;264,19,19,0,0,0.034480889
Bushdid,351,352,0.384615,14286;14100;12232;8048;7848;11002;5281515;12367;12178;10882,14286;14100;12232;8048;7848;11002;5281515;12367;12178;7410,10,10,0,81.81818182,0.014579242
Bushdid,353,354,0.230769,7799;6561;16666;7966;5634;7731;22873;6184;7632;14286;22311;6448;62444;7344;6654;5283349;798;261;7710;12020,7799;6561;16666;7966;5634;7731;22873;6184;7632;14286;22311;6448;62444;7344;6654;5283349;798;261;7710;12473,20,20,0,90.47619048,0.006783039
Bushdid,355,356,0.461538,12473;31244;25137858;11124;8025;5283349;6501;10890;997;2879;240;31265;22873;7731;637511;6989;12180;637566;1060;7710;10882;8091;66328;8842;6561;8030;180;12020;16666;4133,12473;31244;25137858;11124;8025;5283349;6501;10890;997;2879;240;31265;22873;7731;637511;6989;12180;637566;1060;7710;10882;8091;66328;8842;6561;8030;180;12020;16666;7410,30,30,0,93.5483871,0.003486307
Bushdid,357,358,0.5,261;12180;12473;22386;31265;8186;16666;6590;31272;24915;8918;8030;11002;6654;326;6989;7165;7799;2969;61138,261;12180;12473;22386;31265;8186;16666;6590;31272;24915;22873;7710;7991;22311;5281515;460;7731;11509;180;8118,20,20,0,33.33333333,0.012770984
Bushdid,359,360,0.423077,19789253;22311;10821;7150;10560;7165;19310;6544;11552;16666;1068;62465;24915;5281168;2879;1140;6054;14286;7685,19789253;22311;10821;7150;10560;7165;19310;6544;11552;16666;1068;62465;24915;5281168;2879;1140;6054;14286;3776,19,19,0,90,0.011415699
Bushdid,361,362,0.423077,7059;7848;8918;2969;31276;62465;454;11509;6989;24915;7685;8051;31265;7799;16666;2758;6590;66328;31272;14100;7714;7410;10722;8148;7762;12473;31244;8186;1146,7059;7848;8918;2969;31276;62465;454;11509;6989;24915;264;7731;12020;5634;12367;10430;12348;7600;798;7991;176;637566;2879;6184;19789253;180;261;8118,29,28,1,21.27659574,0.023902876
Bushdid,363,364,0.538462,997;261;8186;7762;8892;7344;15380;7966;6590;5281168;5283349;66328;460;7731;2969;11552;31265;18827;62433,997;261;8186;7762;8892;8130;22386;637566;12367;7150;3776;454;7519;22873;19789253;6989;10976;24915;4133;5634,19,20,1,14.70588235,0.037937636
Bushdid,365,366,0.346154,10890;7590;62336;10430;12473;6501;10722;66328;4133;7519;6054;22873;12367;8148;5281515;8051;1060;8635;14896;7731;2758;176;61016;8186;31265;11552;7762;6654;8797;7059,10890;7590;62336;10430;12473;6501;10722;66328;4133;7519;6054;22873;12367;8148;5281515;8051;1060;8635;14896;7731;16666;6448;6561;8892;7165;31244;12741;8025;1068;31276,30,30,0,50,0.009851384
Bushdid,367,368,0.5,19789253;31244;19310;637511;1146;22201;2969;5281168;66328;7410,19789253;31244;19310;637511;1146;22201;7632;18827;22386;10722,10,10,0,42.85714286,0.032787852
Bushdid,369,370,0.538462,62444;11552;8148;8118;15380;6654;6549;6989;4133;264;10882;1060;997;16666;22311;6448;261;8030;7685;7991;3314;177;6054;78605;22873;6736;12180;8186;14896;62336,12741;5373603;10821;7059;7710;7799;7150;31249;62465;7966;1031;19310;7749;326;31244;798;8051;5283349;11124;8130;22386;6544;5281515;6501;637566;8091;8048;7363;7519,30,29,1,0,0.014476683
Bushdid,371,372,0.461538,0;6448;7749;31249;4133;8048;12473;3314;78605;62433,0;6448;7749;31249;4133;8048;12473;3314;78605;6054,10,10,0,81.81818182,0.01180927
Bushdid,373,374,0.5,8130;5373603;2969;8148;2879;7762;8186;6654;3776,8130;5373603;6448;11124;22386;78605;10976;61138;8635,9,9,0,12.5,0.042618938
Bushdid,375,376,0.730769,997;2758;62336;7731;7165;1146;5634;7632;1140;6590,997;2758;62336;7731;7165;1146;11552;11509;22386;12367,10,10,0,42.85714286,0.025106796
Bushdid,377,378,0.692308,10560;177;2969;3314;264;2879;7165;1060;31249;8025;798;8118;8797;176;7714;19789253;12741;7749,10560;177;2969;3314;264;2879;7165;1060;31249;8025;22873;8091;6501;6054;180;22386;18827;240;62444;6654,18,20,2,35.71428571,0.022345255
Bushdid,379,380,0.5,31272;7731;8025;1031;6501;8918;454;12473;1140;6736;240;177;7583;798;18827;62433;7799;8635;7363;5634;7410;12178;8130;7848;11124;8797;24915;8118;10821;31276,31272;7731;8025;1031;6501;8918;454;12473;1140;6736;240;177;7583;798;18827;62433;7799;8635;7363;5634;16666;5281515;7991;62336;8048;19789253;10976;25137858;8030;11002,30,30,0,50,0.011894827
Bushdid,381,382,0.307692,11552;326;12367;22311;62433;8797;24915;61016;14896;62444,11552;326;12367;22311;62433;8797;24915;61016;14896;7848,10,10,0,81.81818182,0.006192392
Bushdid,383,384,0.423077,6549;326;2969;11002;7966;14286;180;16666;637511;7714;8030;11552;6544;12180;12232;7762;7685;7710;2758;61016,6549;326;2969;11002;7966;14286;180;16666;637511;7714;8030;11552;6544;12180;12232;12020;12367;10882;4133;264,20,20,0,60,0.023664582
Bushdid,385,386,0.423077,240;6054;31265;7714;5283349;12741;8025;6561;7848;637566,240;6054;31265;7714;5283349;12741;1060;11552;22386;7165,10,10,0,42.85714286,0.023740064
Bushdid,387,388,0.846154,240;7059;10890;8030;10430;8148;14100;8892;8118;6054;2758;7344;6989;19310;12473;637566;18827;62444;6184,7583;2969;454;10722;11509;7410;6736;180;7632;19789253;8048;10976;1060;7710;997;12178;31276;7966;326;8186,19,20,1,0,0.027295274
Bushdid,389,390,0.692308,6549;12232;10722;12178;14286;24915;261;7991;7762;3314;31244;637566;5281168;7059;264;6989;798;78605,11002;62444;22201;7714;1140;12741;177;22386;10821;10882;1060;8048;5634;6054;7150;61016;6501;10976;4133,18,19,1,0,0.03295584
Bushdid,391,392,0.346154,6590;637511;10890;3776;8025;176;31249;7799;7519;8103;10430;10882;8118;12741;454;61138;6501;2879;31272;62336;12180;8130;14100;31276;12178;7685;6054;78605,6590;637511;10890;3776;8025;176;31249;7799;7519;8103;10430;10882;8118;12741;454;61138;6501;2879;31272;62336;12180;8130;14100;31276;12178;7685;6054;5634,28,28,0,93.10344828,0.009421931
Bushdid,393,394,0.5,10430;22873;7731;11002;62336;5281168;8635;31249;7991;24915;31276;25137858;62465;1068;8918;7600;3776;78605;61138,10430;22873;7731;11002;62336;798;7710;62433;12367;12232;19310;22386;10890;177;460;7583;264;12180;10821;7966,19,20,1,14.70588235,0.024923405
Bushdid,395,396,0.615385,11552;14896;7150;31244;176;15380;7460;8130;7685;10560;16666;8048;12473;637566;12348;2879;8030;2758;19789253;22386,11552;14896;7150;31244;176;10722;454;6054;10976;7059;62444;10430;78605;31272;1068;5373603;7848;177;8025;61138,20,20,0,14.28571429,0.023676708
Bushdid,397,398,0.538462,31265;5281168;7991;11552;7059;8103;637566;22873;11509;31244,31265;5281168;7991;6982;6184;22386;8842;22201;8186;1060,10,10,0,17.64705882,0.015710467
Bushdid,399,400,0.692308,66328;6544;7460;6501;6654;6054;1068;10890;8797;7059;12367;6982;7685;6989;19310;25137858;5634;8051;997;7590;78605;8186;7363;11002;8842;8103;7150;14100;7583;31272,62444;8892;5283349;7410;7600;7344;62433;7165;326;16666;10821;8091;12020;180;176;460;6184;177;61138;22311;15380;1146;5281515;3776;2758;31276;12473;10430,30,28,2,0,0.045609406
Bushdid,401,402,0.730769,6544;7685;8103;62465;7600;2969;7590;10430;66328;61016;7460;19310;8186;11552;7410;2758;637566;6989;19789253;8148;637511;12741;7991;6054;62433;6590;460;6736,24915;6982;11509;177;1146;31244;31265;11124;8130;15380;3314;7344;7519;180;6654;7731;1031;14896;10722;8892;16666;12232;8842;454;7150;8118;12473;12348;1140;8091,28,30,2,0,0.031124876
Bushdid,403,404,0.769231,6544;11509;8130;7363;22873;12741;6736;7600;7749,2758;180;22386;16666;12180;7150;22311;31276;11002;8103,9,10,1,0,0.038591929
Bushdid,405,406,0.538462,11002;14896;31276;10821;8148;12178;240;12180;11509;6989;1146;7344;11552;6982;19310;14100;2758;22311;7731;2879,11002;14896;31276;10821;8148;12178;240;12180;11509;6989;1146;7344;11552;6982;19310;8051;7410;7590;8130;61016,20,20,0,60,0.024282359
Bushdid,407,408,0.653846,6549;14286;10976;6561;6982;7731;10890;19789253;12367;460,6549;14286;10976;6561;6982;7731;14896;12178;22386;6989,10,10,0,42.85714286,0.031398647
Bushdid,409,410,0.692308,10976;7363;18827;6501;7685;3776;14100;15380;12020;14286,1060;6544;22386;7749;8051;5283349;3314;8130;7991;1031,10,10,0,0,0.053990261
Bushdid,411,412,0.576923,12367;7848;12348;6590;240;5373603;11002;8186;5281515;2758,12367;7848;12348;6590;240;5373603;11002;8186;5281515;261,10,10,0,81.81818182,0.02595415
Bushdid,413,414,0.461538,31265;5283349;637566;8918;5634;460;12178;6982;7344;240;7363;10722;7632;7991;7966;8842;10882;8186;7583,31265;5283349;637566;8918;5634;460;12178;6982;7344;240;7363;10722;7632;7991;7966;176;14100;66328;12473,19,19,0,65.2173913,0.014937674
Bushdid,415,416,0.576923,8892;6544;7799;62444;11002;7519;62336;7600;8030;24915,8892;6544;7799;22311;7165;22386;1068;14896;7714;12741,10,10,0,17.64705882,0.026780151
Bushdid,417,418,0.538462,7410;31272;6590;6561;8103;61138;11509;2879;7749,7410;31272;6590;6561;8103;12741;22311;22386;31276,9,9,0,38.46153846,0.037219812
Bushdid,419,420,0.769231,18827;8130;12473;176;264;4133;62444;637566;2879;12367;7519;7363;6982;8025;5281515;6736;8918;7848;12180;1060,18827;8130;12473;176;264;4133;62444;637566;2879;12367;10722;8797;6989;10430;31244;31276;8103;7344;6549;78605,20,20,0,33.33333333,0.012428878
Bushdid,421,422,0.653846,7344;6989;12473;2758;261;7150;31272;3776;8103;10890,7344;6989;12473;326;6184;22386;22201;7685;25137858;66328,10,10,0,17.64705882,0.028560146
Bushdid,423,424,0.461538,264;7165;8148;25137858;5283349;2758;8635;31265;6054,264;7165;8148;25137858;5283349;2758;8635;31265;8842,9,9,0,80,0.013166374
Bushdid,425,426,0.807692,7150;6054;66328;6561;61016;6549;3314;6501;7749;1060;454;31249;2758;8148;798;6989;62433;7966;7590;10430,12178;15380;7632;22873;61138;31272;460;7991;637566;7600;11002;19310;10890;7799;10722;177;6184;10976;22311;12020,20,20,0,0,0.055748229
Bushdid,427,428,0.269231,8130;176;62433;637511;10882;2969;10821;7165;10722;7600;11552;14896;7583;6448;8030;8048;7460;31265;6544;8635,8130;176;62433;637511;10882;2969;10821;7165;10722;7600;11552;14896;7583;6448;8030;8048;7460;31265;6544;10430,20,20,0,90.47619048,0.007275136
Bushdid,429,430,0.230769,637511;6590;12020;6654;62433;8030;12348;264;7363;176;8091;6736;7590;16666;66328;7966;12367;12178;19310;22873;7714;8025;6501;10976;6989;62336;2969;8148;326;7600,637511;6590;12020;6654;62433;8030;12348;264;7363;176;8091;6736;7590;16666;66328;7966;12367;12178;19310;22873;7714;8025;6501;10976;6989;62336;2969;8148;326;1060,30,30,0,93.5483871,0.008684442
Bushdid,431,432,0.769231,2969;7632;6989;7991;6549;7799;2758;7600;1068;8025;14100;12741;8918;326;8051;176;8118;62444;62465,31244;454;7966;62433;18827;7714;19310;10722;7685;61138;8842;15380;12020;264;6561;798;997;12232;6184,19,19,0,0,0.033449764
Bushdid,433,434,0.576923,8048;7762;10976;31265;8797;8842;1031;460;31249;11124,8048;7762;10976;31265;8797;8842;1031;460;31249;19789253,10,10,0,81.81818182,0.012065056
Bushdid,435,436,0.384615,637511;12180;31249;12020;10430;22386;62465;180;460;7590;22201;14100;11124;5281515;10882;7632;19789253;7731;7714;7519;240;16666;177;12178;7059;7460;6549;8842;8118,637511;12180;31249;12020;10430;22386;62465;180;460;7590;22201;14100;11124;5281515;10882;7632;19789253;7731;7714;7519;7583;6590;261;6654;7600;14286;18827;2969;7410;7749,29,30,1,51.28205128,0.008859401
Bushdid,437,438,0.653846,5281168;14100;7410;31265;10821;180;8103;7165;14286;8148,5281168;14100;7410;10976;8186;22386;6549;5283349;8048;7059,10,10,0,17.64705882,0.032671741
Bushdid,439,440,0.5,6549;8842;6501;2758;14286;6448;7632;7685;8186;31265;8797;12741;19310;12367;15380;6989;7600;8051;460,6549;8842;6501;2758;14286;6448;7632;7685;8186;22311;8918;5283349;11124;10722;31244;7762;31272;7590;8118,19,19,0,31.03448276,0.008827631
Bushdid,441,442,0.307692,6989;7749;460;3776;12020;12180;997;7519;8130;5373603;10722;16666;7799;10821;5281168;5634;7710;8842,6989;7749;460;3776;12020;12180;997;7519;8130;5373603;10722;16666;7799;10821;5281168;5634;7710;7632,18,18,0,89.47368421,0.006996238
Bushdid,443,444,0.769231,2969;10821;2879;15380;240;1060;14286;2758;6501,2969;10821;12741;61016;22386;176;8048;22873;7059,9,9,0,12.5,0.080450353
Bushdid,445,446,0.615385,12367;7460;11509;10821;8048;1031;10882;264;7966;8025;61016;5373603;10560;7363;3776;7710;6448;7731;15380;4133;5281515;7583;2969;8148;22873;8103;7344,12367;7460;11509;10821;8048;1031;10882;264;7966;3314;7150;11002;12741;22311;261;2758;7762;10430;5281168;16666;12232;1140;326;997;12178;6989;7991;8130;31272,27,29,2,19.14893617,0.016167734
Bushdid,447,448,0.576923,0;8048;11552;10722;62433;1140;14100;12020;5634;12367;6982;6448;11509;12232;15380;22386;7059;8103;798;177;2969;11002;7410;7363;7749;7714;460;6561;997,0;8048;11552;10722;62433;1140;14100;12020;5634;12367;8091;8030;31244;31272;31249;7344;7632;10821;5283349;8918;454;22311;7799;10882;3776;180;1031;264;240;7710,29,30,1,20.40816327,0.023100265
Bushdid,449,450,0.576923,6448;7749;2969;7632;10882;637511;6561;5373603;12367;261;24915;10890;12232;62433;61016;12180;7710;31276;7410;4133;8091;25137858;6549;10821;12020;7583;3776;5281515;2879,6448;7749;2969;7632;10882;637511;6561;5373603;12367;261;24915;10890;12232;62433;61016;12180;7710;31276;7410;4133;8091;25137858;6549;10821;12020;7583;3776;5281515;7731,29,29,0,93.33333333,0.002462838
Bushdid,451,452,0.576923,11552;10882;31244;7848;180;5283349;14286;8797;7731;61016;11124;7583;8030;177;7685;31272;6054;31276;7363;66328,11552;10882;31244;7848;180;5283349;14286;8797;7731;61016;261;25137858;7344;7150;7059;7632;12473;62433;62465,20,19,1,34.48275862,0.017972801
Bushdid,453,454,0.576923,31272;6736;7714;7165;14896;31276;4133;11552;12348;31244;7344;6501;16666;18827;5634;61016;8892;7966;10722;62444;6561;24915;8051;180;66328;7632;14286;12741;6989,31272;6736;7714;7165;14896;31276;4133;11552;12348;31244;5373603;1068;31249;1031;7150;8842;6590;264;62433;798;8130;7583;261;240;6544;7590;12232;61138;22386,29,29,0,20.83333333,0.014949453
Bushdid,455,456,0.5,61138;8118;8635;16666;5281515;7460;261;7714;15380;8030,61138;8118;8635;16666;5281515;7460;7590;6184;22386;8797,10,10,0,42.85714286,0.024164928
Bushdid,457,458,0.807692,22873;176;31276;7600;10882;11002;11552;19789253;798;31272;10430;7685;261;10890;25137858;22201;12348;7991;7731;2758;8186;5283349;66328;7165;177;10976;8635;6654;6184,22873;176;31276;7600;10882;11002;11552;19789253;798;31272;6590;10821;61138;454;5373603;1031;7762;8103;10560;8130;8148;22386;11124;6549;8051;1146;7710;6989;6448;6054,29,30,1,20.40816327,0.022497896
Bushdid,459,460,0.538462,6654;62444;8797;7714;7685;8892;62465;7150;14286;7583;1060;22201;78605;61016;7590;1031;454;7344;7966,6989;12232;6982;798;7762;10890;7632;10882;637511;22386;11124;6549;1146;460;180;2879;15380;31265;4133;12473,19,20,1,0,0.035875647
Bushdid,461,462,0.423077,1140;10882;5634;1060;31272;6549;6501;8148;7344;12367;14100;5281515;7059;8025;10722;12741;5373603;14286;1068;5281168;6590;7519;6184;8051;5283349;637511;62465;8130,1140;10882;5634;1060;31272;6549;6501;8148;7344;12367;14100;5281515;7059;8025;10722;12741;5373603;14286;11002;8797;12232;7583;25137858;454;18827;264;8048;7410,28,28,0,47.36842105,0.012132193
Bushdid,463,464,0.769231,2758;12180;7685;12348;637566;264;8103;7966;31244;454;3314;10882;7710;16666;6590;3776;6501;7059;8635;8118;7714;12232;997;14286;12741;1031;14896;6654,7731;12367;19310;8892;180;62444;11124;6054;1068;2879;6736;31249;7762;61138;8025;798;12473;31265;25137858;22873;8797;8051;261;7460;460;326;7583;5283349;31272,28,29,1,0,0.033134903
Bushdid,465,466,0.615385,11509;8148;7600;8186;24915;2969;2879;7762;7685;7731;176;12178;7710;7991;177;8118;62336;6989;1140,11509;8148;7600;8186;24915;2969;2879;7762;7685;7731;176;12178;7710;7991;61138;12473;5283349;12367,19,18,1,60.86956522,0.011952289
Bushdid,467,468,0.846154,7059;6549;1031;31249;7519;7600;7150;8030;14100,7632;10722;22386;7991;6501;240;3314;637566;6561;62444,9,10,1,0,0.038525343
Bushdid,469,470,0.576923,1068;24915;7991;12348;261;6054;7848;8842;5634;240;66328;11124;12232;4133;6501;264;7731;22201;8103,1068;24915;7991;12348;261;10976;31249;7150;2758;1146;19310;1140;12180;8048;7749;8025;1031;62433;8030;7762,19,20,1,14.70588235,0.026458552
Bushdid,471,472,0.423077,8025;11002;11124;177;637566;176;7714;6989;6448;7165,8025;11002;11124;177;637566;176;7991;3314;22386;12367,10,10,0,42.85714286,0.08097322
Bushdid,473,474,0.692308,7150;7848;264;7460;8048;12020;7991;7600;454;31244,6549;6736;22386;11552;5634;78605;14100;8025;240;8186,10,10,0,0,0.030781079
Bushdid,475,476,0.730769,8842;12178;6736;8635;6549;1068;8103;7600;798;5634;4133;19789253;176;264;11509;24915;7799;8918;7059,8842;12178;6736;8635;6549;1068;8103;7600;798;2879;10821;6590;12232;6561;62433;14896;2758;12741,19,18,1,32.14285714,0.033559184
Bushdid,477,478,0.384615,62465;6590;8103;2758;6982;62444;6448;12367;4133;1060;1068;7363;2969;14100;1146;16666;24915;326;637511;7410,62465;6590;8103;2758;6982;62444;6448;12367;4133;1060;1068;7363;2969;14100;1146;6736;7848;7165;12348;11552,20,20,0,60,0.020491044
